"","ZAMC00040.mzXML.Peak.area","ZAMC00016.mzXML.Peak.area","ZAMC00029.mzXML.Peak.area","ZAMC00047.mzXML.Peak.area","ZAMC00009.mzXML.Peak.area","ZAMC00027.mzXML.Peak.area","ZAMC00045.mzXML.Peak.area","ZAMC00032.mzXML.Peak.area","ZAMC00038.mzXML.Peak.area","ZAMC00001.mzXML.Peak.area","ZAMC00052.mzXML.Peak.area","ZAMC00023.mzXML.Peak.area","ZAMC00014.mzXML.Peak.area","ZAMC00025.mzXML.Peak.area","ZAMC00020.mzXML.Peak.area","ZAMC00041.mzXML.Peak.area","ZAMC00018.mzXML.Peak.area","ZAMC00012.mzXML.Peak.area","ZAMC00031.mzXML.Peak.area","ZAMC00003.mzXML.Peak.area","ZAMC00005.mzXML.Peak.area","ZAMC00026.mzXML.Peak.area","ZAMC00021.mzXML.Peak.area","ZAMC00036.mzXML.Peak.area","ZAMC00007.mzXML.Peak.area","ZAMC00015.mzXML.Peak.area","ZAMC00033.mzXML.Peak.area","ZAMC00034.mzXML.Peak.area","ZAMC00043.mzXML.Peak.area","ZAMC00037.mzXML.Peak.area","ZAMC00049.mzXML.Peak.area","ZAMC00039.mzXML.Peak.area","ZAMC00024.mzXML.Peak.area","ZAMC00046.mzXML.Peak.area","ZAMC00050.mzXML.Peak.area","ZAMC00028.mzXML.Peak.area","ZAMC00019.mzXML.Peak.area","ZAMC00013.mzXML.Peak.area","ZAMC00017.mzXML.Peak.area","ZAMC00022.mzXML.Peak.area","ZAMC00051.mzXML.Peak.area","ZAMC00042.mzXML.Peak.area","ZAMC00008.mzXML.Peak.area","ZAMC00030.mzXML.Peak.area","ZAMC00006.mzXML.Peak.area","ZAMC00044.mzXML.Peak.area","ZAMC00035.mzXML.Peak.area","ZAMC00004.mzXML.Peak.area","ZAMC00011.mzXML.Peak.area","ZAMC00010.mzXML.Peak.area","ZAMC00002.mzXML.Peak.area","ZAMC00048.mzXML.Peak.area"
"ZAMC00015.mzXML.Peak.area",0.812845283384387,0.889416438565828,0.880882916792237,0.95439275708114,0.745385322624719,0.8677988679428,0.877227551465054,0.859830471102214,0.594593729200243,0.567161067841537,0.609125412371479,0.774459491131083,0.871682637168619,0.780245884400616,0.784573841942069,0.75629102252908,0.847215666632278,0.878945770158446,0.93649462407037,0.758761961267346,0.768661012681958,0.789528354839368,0.813576158207819,0.58643225618919,0.718624793665508,1,0.864376946031029,0.727166516488967,0.828223901829786,0.598418936845078,0.555396706778818,0.581822751793454,0.726999201659982,0.871247114893107,0.673295803581178,0.786040566184121,0.878031461174713,0.814589392465078,0.799721406238018,0.906368854541672,0.602597214930042,0.804933701058414,0.859069438021073,0.785807503585466,0.741146656265666,0.811235808161713,0.583719593936194,0.594924712933883,0.712077458096278,0.822034546285625,0.806364210069361,0.474358046083953
"ZAMC00033.mzXML.Peak.area",0.93601994884832,0.923078590670536,0.962452276732876,0.926325447793442,0.881821422246755,0.949907296679516,0.972851841713572,0.97597320053111,0.792596108959971,0.624059851114373,0.743224253908717,0.915240802984736,0.972627349588691,0.822529890949732,0.823657642444567,0.941936670744434,0.986038934406403,0.943204280813188,0.936844786976647,0.901346390433138,0.896826511941309,0.922169821973546,0.968583810058857,0.729400259546077,0.819209095454569,0.864376946031029,1,0.917487927631651,0.955975669044472,0.737985387720999,0.681244124829303,0.698656074851541,0.70320473572462,0.954537487163625,0.780870993746538,0.930045417745154,0.919146965240246,0.795326753226416,0.90845816671847,0.817439303733647,0.622186446506101,0.946426687721248,0.929564289614454,0.90444481477075,0.837320427855399,0.950903719115651,0.717000333642935,0.757715730684964,0.873508338277574,0.842187853071891,0.935962334309644,0.619377561996932
"ZAMC00034.mzXML.Peak.area",0.964675725637402,0.739381244935599,0.933592979846502,0.808362665579319,0.857860304442568,0.857894141248903,0.938398224801665,0.948239230104731,0.84964382856004,0.580650143905584,0.700751444142041,0.947644545152633,0.922086328126978,0.69420900238928,0.735909106201746,0.972923622936589,0.924353760045006,0.79656857797504,0.823389755893634,0.897618587238844,0.874891822606127,0.892733947979853,0.967904660708355,0.671850962315148,0.72697852040131,0.727166516488967,0.917487927631651,1,0.974192299473843,0.675901108562183,0.62812310477309,0.574456845344603,0.570265517033048,0.936019258129067,0.722087596018798,0.909229539736608,0.780002532479847,0.609886665572495,0.825091771774191,0.667960109573815,0.468204310042356,0.92914984152018,0.787183292304144,0.942189821382134,0.913145284154425,0.966951560315692,0.631076317989355,0.721036137394224,0.836831830956933,0.692673130420506,0.961742111259999,0.667478225872505
"ZAMC00043.mzXML.Peak.area",0.979035238898233,0.826059693407988,0.97302729511568,0.900405118179935,0.872910242223156,0.910997683345596,0.979099379144205,0.980822398925681,0.818656847772902,0.596942113677462,0.698685678624079,0.951246731347658,0.961352780020602,0.74386715050665,0.774761645905804,0.959688527666087,0.956801734325079,0.862688510030531,0.900422047264932,0.906000286269707,0.89430470537745,0.910974807319275,0.979178945310953,0.670514321734832,0.758474895672658,0.828223901829786,0.955975669044472,0.974192299473843,1,0.680648779105585,0.621110532189923,0.602735629696591,0.634403975946367,0.97219684778352,0.745612028736659,0.923302149587646,0.848704655453824,0.704761124438573,0.860759104199027,0.777812959984634,0.529606402338084,0.947004514326099,0.849411027577425,0.944623214395115,0.903849284098274,0.984296216629672,0.643223664763641,0.716224180631244,0.843816706156522,0.764816592394353,0.96901121734652,0.63260549337086
"ZAMC00037.mzXML.Peak.area",0.669112289303616,0.74342880930415,0.69505689656252,0.651749438765779,0.796015094339318,0.724257199486582,0.698138876536424,0.697857085396261,0.864009483913365,0.654514400424167,0.95365583943666,0.658197261099,0.691499296679912,0.773471809722181,0.736300277919905,0.712060433891955,0.715352076267231,0.754036062555858,0.669473191725104,0.773362315412888,0.778379752026353,0.768901133857118,0.698394303654319,0.973122776354039,0.927894040017893,0.598418936845078,0.737985387720999,0.675901108562183,0.680648779105585,1,0.94739755604383,0.84244166198534,0.725961377347452,0.672339677230815,0.915511230409105,0.756424468065108,0.731655341463371,0.656547734338082,0.792296045413357,0.591283684086174,0.846422816410817,0.72140535445583,0.799126289846849,0.670838695315992,0.594011883383948,0.682152340363893,0.97208137983033,0.97146977219452,0.906542665044954,0.645136155801259,0.680074751144554,0.783825830383938
"ZAMC00049.mzXML.Peak.area",0.613159436857157,0.695251919571141,0.653267729298627,0.598939791966045,0.743244906810937,0.681336351820172,0.65691984416928,0.645780746122803,0.795999362544881,0.70090223476512,0.978907740692949,0.606652859810188,0.644823463023872,0.780111679416802,0.754711155360414,0.675424172593368,0.659228977711998,0.720486419428835,0.642161663379903,0.727570556053695,0.720879861324882,0.722044055835482,0.642929319718353,0.978803809971869,0.918190707278758,0.555396706778818,0.681244124829303,0.62812310477309,0.621110532189923,0.94739755604383,1,0.775263555759914,0.737324054783428,0.618265527099611,0.896290424061675,0.707566909444992,0.701511584668396,0.622924223022303,0.749070917973839,0.560718011056622,0.842264051008725,0.668461734016957,0.756254073647676,0.608047673364624,0.53215210825104,0.620160896665634,0.914878272725099,0.946779203628362,0.84436100753192,0.631564980616322,0.635693935879657,0.8089264236149
"ZAMC00039.mzXML.Peak.area",0.585388075540811,0.751763778351621,0.626162984608068,0.627828727777521,0.604337391718858,0.635650136294263,0.629092230968906,0.636024930255509,0.659132938317079,0.5092828807036,0.766075617832067,0.580404339030246,0.627295861162078,0.608229827238497,0.587682911850258,0.597542704256318,0.656177224374396,0.70645341692705,0.628741572876436,0.589311355298247,0.595029510821278,0.606046187492295,0.629901381776242,0.804011960612415,0.748345284916608,0.581822751793454,0.698656074851541,0.574456845344603,0.602735629696591,0.84244166198534,0.775263555759914,1,0.554986348073752,0.604939568358771,0.740590424534707,0.605792064382569,0.660341937261379,0.590763180178302,0.636145645155134,0.586554892574307,0.766287223669243,0.606473696953415,0.746806529662752,0.604517037371104,0.502745786934619,0.611827234912624,0.883687143448088,0.79759746944962,0.733145762365957,0.602349822582476,0.599064165175814,0.585672858924366
"ZAMC00024.mzXML.Peak.area",0.592613827008404,0.78767454907441,0.681770337536468,0.737283936060477,0.750378644195816,0.766488963858307,0.697061959142898,0.673329016510596,0.63332284645869,0.732977139527937,0.74935451140641,0.555799205922481,0.707032815868407,0.911202985614098,0.893705638131109,0.634722456764253,0.680740526216287,0.799084871549592,0.764587985564619,0.745208313401635,0.757120924969169,0.763558193391899,0.627553018790265,0.729489317480449,0.826181787122426,0.726999201659982,0.70320473572462,0.570265517033048,0.634403975946367,0.725961377347452,0.737324054783428,0.554986348073752,1,0.64698840835043,0.772197937456591,0.730410194227347,0.852527901035444,0.863521237835293,0.796511349686623,0.782457430852187,0.784187710375228,0.699020552265203,0.820753550004773,0.532094834182089,0.480476546797893,0.6036091271983,0.689213292356689,0.693879998956912,0.73655959501547,0.807878157917224,0.599520930189558,0.625496649911411
"ZAMC00046.mzXML.Peak.area",0.982477836705214,0.84656865510509,0.985790498448875,0.937906877512725,0.850551098757184,0.905253976754462,0.969016437961286,0.967128695487626,0.776803881036796,0.585373966804823,0.688574457878978,0.960488117214054,0.953412948495761,0.765325635659163,0.778285680678968,0.930527217497063,0.947269109174556,0.876143615721158,0.938790264640596,0.882098104880181,0.870914427801013,0.896977089884195,0.965526463417259,0.663594979211274,0.758927353474694,0.871247114893107,0.954537487163625,0.936019258129067,0.97219684778352,0.672339677230815,0.618265527099611,0.604939568358771,0.64698840835043,1,0.729234940914207,0.906173361526684,0.863406691203029,0.727551396095227,0.865124221739292,0.812002493449701,0.532546050854368,0.926253321879936,0.863492793145786,0.954909313216834,0.900633698385585,0.98021712692688,0.639076718482745,0.701472482704622,0.829700278290078,0.788827650848706,0.986231079157402,0.59839222551728
"ZAMC00050.mzXML.Peak.area",0.722960122672031,0.773706657414843,0.74504268788744,0.725064297269845,0.84811388167439,0.784726216995443,0.752099387047109,0.752209216282441,0.873180032088731,0.757565004926678,0.951237448677262,0.695536494123366,0.752813396162685,0.802584702608084,0.768401135352316,0.753033082139874,0.766737263784735,0.787933339612911,0.723521176326407,0.830801821649291,0.849838759409322,0.826658326896446,0.745316506288904,0.925335625196735,0.943565868937151,0.673295803581178,0.780870993746538,0.722087596018798,0.745612028736659,0.915511230409105,0.896290424061675,0.740590424534707,0.772197937456591,0.729234940914207,1,0.813726643000995,0.784462994103894,0.720843272961949,0.834576412935234,0.662391547009096,0.865761697164428,0.783634946278252,0.822168912666969,0.704442325274188,0.644685121962349,0.733672476400308,0.877517773388941,0.93993722684156,0.902641628215312,0.685325612756405,0.717997545773472,0.835648773213947
"ZAMC00028.mzXML.Peak.area",0.904142445424546,0.845772443458503,0.910913501894163,0.847728189342627,0.948041286634239,0.942249255340953,0.920504225130576,0.924732771491534,0.87417198983656,0.681088024812217,0.777960017845245,0.885618059918361,0.920993948594091,0.849928806160577,0.871709688197837,0.93811136016146,0.935527892189646,0.899374844579324,0.862153615237056,0.977906397922931,0.963973754121787,0.988424738498333,0.926209615689542,0.750673088090531,0.843116935403783,0.786040566184121,0.930045417745154,0.909229539736608,0.923302149587646,0.756424468065108,0.707566909444992,0.605792064382569,0.730410194227347,0.906173361526684,0.813726643000995,1,0.8999513218287,0.802405002616486,0.947943236849859,0.74829682162093,0.60509810719615,0.971384811192648,0.908050393270061,0.870229022805646,0.825622510619442,0.913027407632559,0.719478374717292,0.787947063027426,0.919664996230089,0.814259944693814,0.903608532086002,0.696279406626455
"ZAMC00019.mzXML.Peak.area",0.813534886289193,0.950330304260758,0.887373752840729,0.912022826978051,0.846395846082833,0.959098806584292,0.90085398179196,0.886486160412746,0.715014978134397,0.67940658106547,0.745373721698576,0.776885694070472,0.907636219121827,0.905744201893433,0.923920128242242,0.84128949042678,0.899558036576481,0.973114341288867,0.930645063628848,0.873128849528966,0.870493245259512,0.905759997894398,0.852274093060286,0.726179319497053,0.838801191197196,0.878031461174713,0.919146965240246,0.780002532479847,0.848704655453824,0.731655341463371,0.701511584668396,0.660341937261379,0.852527901035444,0.863406691203029,0.784462994103894,0.8999513218287,1,0.903419970345994,0.90948376106006,0.877280104209366,0.699657587029894,0.909688957166028,0.980623587586095,0.76257443929597,0.692878065930947,0.82882016028801,0.713949450532977,0.725667365458382,0.833172958599632,0.914325129492378,0.817835779741964,0.597148325037661
"ZAMC00013.mzXML.Peak.area",0.662642548857008,0.88668049080551,0.74242658261869,0.830142312056699,0.78519054846534,0.85923555184008,0.762936450866574,0.761769026177658,0.591908252545024,0.666367138111468,0.658342804166379,0.64770810229165,0.785304813881907,0.896661629730375,0.848177493452478,0.669148482759227,0.781029670455531,0.878419699739021,0.832636792825915,0.78381035748436,0.78658714789842,0.826042470161202,0.707061083911718,0.647148948304242,0.789991493697827,0.814589392465078,0.795326753226416,0.609886665572495,0.704761124438573,0.656547734338082,0.622924223022303,0.590763180178302,0.863521237835293,0.727551396095227,0.720843272961949,0.802405002616486,0.903419970345994,1,0.854651395958999,0.875503475610983,0.726016575984562,0.780312421016206,0.891194526161469,0.604340005034424,0.547843809959751,0.684921576375698,0.655784327811438,0.638432869940758,0.741901637471047,0.924042283559737,0.661350506635254,0.514556100719657
"ZAMC00017.mzXML.Peak.area",0.843756429135893,0.885196603947347,0.875733396919402,0.847416939235043,0.954566729602733,0.929425631806725,0.889187316783214,0.894250562872138,0.834436950162444,0.698826758255676,0.805255378818882,0.83363371915608,0.885476844538963,0.924407176107948,0.882470437935324,0.867506003389291,0.911864786020217,0.918910294087747,0.869578460080152,0.949817038241705,0.959019477199461,0.958603537321382,0.882782145327115,0.786571087757756,0.884472508015142,0.799721406238018,0.90845816671847,0.825091771774191,0.860759104199027,0.792296045413357,0.749070917973839,0.636145645155134,0.796511349686623,0.865124221739292,0.834576412935234,0.947943236849859,0.90948376106006,0.854651395958999,1,0.758593717017312,0.684994480545925,0.916455154733509,0.9192973993093,0.807540366436645,0.743651515410427,0.857873591108527,0.768720996394502,0.806952206864582,0.930475532731303,0.834077879289688,0.847896986370503,0.679317399052377
"ZAMC00022.mzXML.Peak.area",0.743208311039424,0.876263499572662,0.827332543035479,0.926568739595758,0.709006478224286,0.843643074080708,0.8263719002655,0.815591599274668,0.554724201323012,0.605486661019635,0.600812991125495,0.697880713935083,0.848971260589114,0.790139269681619,0.795341106541914,0.703611419302198,0.787939686267535,0.852177774786696,0.906342709554727,0.73500793990341,0.724525599361076,0.761247700898045,0.74401293294506,0.581830822637774,0.71986774805576,0.906368854541672,0.817439303733647,0.667960109573815,0.777812959984634,0.591283684086174,0.560718011056622,0.586554892574307,0.782457430852187,0.812002493449701,0.662391547009096,0.74829682162093,0.877280104209366,0.875503475610983,0.758593717017312,1,0.637519707918489,0.775879990577758,0.851381984859356,0.676381591023782,0.622214579976948,0.743262545320128,0.581955742057148,0.577481492750753,0.673479920974788,0.899963543030488,0.735730650535349,0.467216796872964
"ZAMC00051.mzXML.Peak.area",0.495295526643791,0.733341716014953,0.559445447267163,0.626018889452325,0.652720691551117,0.637951067799673,0.570045711712304,0.56497985980887,0.64950650827454,0.703788334295707,0.833820318272674,0.467838108314568,0.575570751548944,0.748221416312062,0.667472928077413,0.51067537949031,0.587526941658596,0.705940564769198,0.618693897092678,0.61248036786502,0.654082225967388,0.629864757370552,0.535135791067533,0.859956636593572,0.846728811801504,0.602597214930042,0.622186446506101,0.468204310042356,0.529606402338084,0.846422816410817,0.842264051008725,0.766287223669243,0.784187710375228,0.532546050854368,0.865761697164428,0.60509810719615,0.699657587029894,0.726016575984562,0.684994480545925,0.637519707918489,1,0.574116026262205,0.742726919752223,0.474776274108909,0.397543828133568,0.515494832844292,0.856205089562964,0.834196406777839,0.72819590068632,0.637437045352975,0.493526434838293,0.672626319178334
"ZAMC00042.mzXML.Peak.area",0.923192969007551,0.861466162388676,0.927729941264979,0.866965041139256,0.924215267703266,0.965186984963964,0.93788408037466,0.946034672428528,0.845587989021321,0.66370681422575,0.742202773667441,0.903295448701814,0.944743479256172,0.812264051931816,0.835941502928991,0.955026852727691,0.954211216205051,0.911234263419158,0.87336994670162,0.951943587461601,0.936443326647826,0.959842048181306,0.947588568067616,0.712691573381971,0.813965570260208,0.804933701058414,0.946426687721248,0.92914984152018,0.947004514326099,0.72140535445583,0.668461734016957,0.606473696953415,0.699020552265203,0.926253321879936,0.783634946278252,0.971384811192648,0.909688957166028,0.780312421016206,0.916455154733509,0.775879990577758,0.574116026262205,1,0.90846789738376,0.888481627128504,0.846044842989738,0.931409715004579,0.684907348928082,0.753613933266613,0.889060515160717,0.840222748944049,0.920889715465052,0.665800211069888
"ZAMC00008.mzXML.Peak.area",0.818344182680908,0.958507640270784,0.886141029847461,0.900796421241059,0.859419292005229,0.950434148263414,0.897063574115324,0.888287929958903,0.754053969293625,0.671455485626628,0.79522942918729,0.7881885565747,0.901611254707681,0.898870404534911,0.902086915587718,0.844371605077497,0.904152566026975,0.975714587358501,0.916607955266595,0.879802732458342,0.877381752857409,0.910633269925315,0.859396656688654,0.788613921539968,0.877069774563451,0.859069438021073,0.929564289614454,0.787183292304144,0.849411027577425,0.799126289846849,0.756254073647676,0.746806529662752,0.820753550004773,0.863492793145786,0.822168912666969,0.908050393270061,0.980623587586095,0.891194526161469,0.9192973993093,0.851381984859356,0.742726919752223,0.90846789738376,1,0.782283657293396,0.701571230900826,0.837157220887743,0.792420161107226,0.789568395269394,0.876144742301962,0.89721312740158,0.826026916032139,0.624286651024423
"ZAMC00030.mzXML.Peak.area",0.968375496434396,0.749051378827915,0.934867009531607,0.841065081856301,0.82080585077706,0.834727217900796,0.915313104073369,0.923044578195907,0.802982751110589,0.531839593825498,0.678737366745729,0.961311167377813,0.89267218843236,0.668329403292703,0.688645613327535,0.920256176854912,0.90435092257109,0.790204856425612,0.836587663698249,0.851163965906495,0.8355740846899,0.853303794399453,0.939819105061588,0.660381181118767,0.716289221851834,0.785807503585466,0.90444481477075,0.942189821382134,0.944623214395115,0.670838695315992,0.608047673364624,0.604517037371104,0.532094834182089,0.954909313216834,0.704442325274188,0.870229022805646,0.76257443929597,0.604340005034424,0.807540366436645,0.676381591023782,0.474776274108909,0.888481627128504,0.782283657293396,1,0.951508557082505,0.961957861906992,0.638010751221131,0.709904567010163,0.818031301598614,0.672961661382488,0.969661763011935,0.609881060921755
"ZAMC00006.mzXML.Peak.area",0.926269303102913,0.657185971770966,0.875004586907673,0.770683843060234,0.775341119890211,0.773962131307287,0.856644961745603,0.868916877816049,0.771026433442967,0.486014273119829,0.609744987567353,0.920288707112426,0.838710252015179,0.603125386388143,0.627393031494102,0.882306390705642,0.845663564651594,0.706546517725993,0.761648478495325,0.813434237171194,0.792223793391932,0.809931152607912,0.886096930507294,0.584138635570359,0.641177818920331,0.741146656265666,0.837320427855399,0.913145284154425,0.903849284098274,0.594011883383948,0.53215210825104,0.502745786934619,0.480476546797893,0.900633698385585,0.644685121962349,0.825622510619442,0.692878065930947,0.547843809959751,0.743651515410427,0.622214579976948,0.397543828133568,0.846044842989738,0.701571230900826,0.951508557082505,1,0.916378089715037,0.552463686030722,0.640615944740933,0.753573161978409,0.616817249729796,0.920425389752098,0.581026167192779
"ZAMC00044.mzXML.Peak.area",0.985906753340824,0.810270247966269,0.973929444424632,0.886287073129417,0.862749252444963,0.888447845607972,0.962865611945282,0.968704330795864,0.815189801994174,0.57932960990588,0.694695386615624,0.970267153710024,0.941158398280233,0.734678299531416,0.744011099083441,0.948827322999234,0.950857641493015,0.848633109780493,0.897051783631652,0.889670316716296,0.878976852118394,0.899472101612404,0.977999566416961,0.672186981505499,0.749333091725906,0.811235808161713,0.950903719115651,0.966951560315692,0.984296216629672,0.682152340363893,0.620160896665634,0.611827234912624,0.6036091271983,0.98021712692688,0.733672476400308,0.913027407632559,0.82882016028801,0.684921576375698,0.857873591108527,0.743262545320128,0.515494832844292,0.931409715004579,0.837157220887743,0.961957861906992,0.916378089715037,1,0.648155640405331,0.719405196559423,0.843618882954854,0.746733572792028,0.983712608737655,0.626098582257238
"ZAMC00035.mzXML.Peak.area",0.630192652383293,0.745725903557301,0.661485280366338,0.634257256925131,0.765428164031734,0.697413602844013,0.66439576422535,0.667075291606749,0.826572934095786,0.628312532058174,0.912245492928227,0.622263450212202,0.659140643386774,0.756840818445722,0.704212467884236,0.666240570574666,0.687980652408392,0.744044792859648,0.647288869175858,0.732257491356938,0.744260248600599,0.73215073464945,0.665448689531142,0.944642003545517,0.889236176685846,0.583719593936194,0.717000333642935,0.631076317989355,0.643223664763641,0.97208137983033,0.914878272725099,0.883687143448088,0.689213292356689,0.639076718482745,0.877517773388941,0.719478374717292,0.713949450532977,0.655784327811438,0.768720996394502,0.581955742057148,0.856205089562964,0.684907348928082,0.792420161107226,0.638010751221131,0.552463686030722,0.648155640405331,1,0.939391504583803,0.891955706590024,0.634154282839669,0.642784104072222,0.734122984173746
"ZAMC00004.mzXML.Peak.area",0.707014994265762,0.727980103058716,0.717143756329672,0.654896797537504,0.827025112129124,0.73725122044558,0.719035916143676,0.724337720639013,0.897400528076485,0.692820034962668,0.965839100037611,0.697855350441751,0.713187204226625,0.762478538394578,0.724519254508676,0.748173087047573,0.740436990130383,0.751492074208478,0.670596223927112,0.805237897537425,0.810908621938074,0.795918747708306,0.732822243143606,0.985423008656247,0.945097922240983,0.594924712933883,0.757715730684964,0.721036137394224,0.716224180631244,0.97146977219452,0.946779203628362,0.79759746944962,0.693879998956912,0.701472482704622,0.93993722684156,0.787947063027426,0.725667365458382,0.638432869940758,0.806952206864582,0.577481492750753,0.834196406777839,0.753613933266613,0.789568395269394,0.709904567010163,0.640615944740933,0.719405196559423,0.939391504583803,1,0.920049269712437,0.637384303427482,0.716047270245362,0.822027176257526
"ZAMC00011.mzXML.Peak.area",0.829851871211549,0.81746006475697,0.838612057664034,0.775065310369111,0.95801945563628,0.865243489095907,0.8447310600463,0.85137115699862,0.941790939037395,0.712857811769544,0.895639049757325,0.819486825751015,0.840855903163239,0.857128624641772,0.819075120929072,0.863940968855968,0.867565753475939,0.853161842657842,0.789155418642596,0.9312040090928,0.942176774567141,0.922194069930655,0.858064977871453,0.890307705555578,0.931662260726982,0.712077458096278,0.873508338277574,0.836831830956933,0.843816706156522,0.906542665044954,0.84436100753192,0.733145762365957,0.73655959501547,0.829700278290078,0.902641628215312,0.919664996230089,0.833172958599632,0.741901637471047,0.930475532731303,0.673479920974788,0.72819590068632,0.889060515160717,0.876144742301962,0.818031301598614,0.753573161978409,0.843618882954854,0.891955706590024,0.920049269712437,1,0.742482568339437,0.836752083092509,0.766862648543022
"ZAMC00010.mzXML.Peak.area",0.72140046755143,0.901013753595304,0.798930961812981,0.838214451592424,0.781332456474215,0.888506737037844,0.813712368904715,0.817533031252025,0.605831040733008,0.670891905409828,0.659678587883736,0.715642491171588,0.843386308001488,0.867726888166115,0.832971129690551,0.749726236426917,0.825540939144863,0.904136767070998,0.864323067411354,0.790679143664433,0.766797551360709,0.823726209616789,0.778807409787495,0.643822268100951,0.775740597932826,0.822034546285625,0.842187853071891,0.692673130420506,0.764816592394353,0.645136155801259,0.631564980616322,0.602349822582476,0.807878157917224,0.788827650848706,0.685325612756405,0.814259944693814,0.914325129492378,0.924042283559737,0.834077879289688,0.899963543030488,0.637437045352975,0.840222748944049,0.89721312740158,0.672961661382488,0.616817249729796,0.746733572792028,0.634154282839669,0.637384303427482,0.742482568339437,1,0.742052797397322,0.525956260546769
"ZAMC00002.mzXML.Peak.area",0.989050649398122,0.793335934033498,0.973341765124908,0.880265652988804,0.853188610648068,0.877466903263977,0.954884827673192,0.956398060872169,0.804790079333393,0.58408875757353,0.700644509787051,0.981459357082429,0.930069128333952,0.736216569598694,0.756573612674488,0.948346716232091,0.936016604788653,0.840340477018929,0.896467663544539,0.88217151221675,0.863979644078085,0.88918919706988,0.966738021096085,0.676629348417951,0.746131395501352,0.806364210069361,0.935962334309644,0.961742111259999,0.96901121734652,0.680074751144554,0.635693935879657,0.599064165175814,0.599520930189558,0.986231079157402,0.717997545773472,0.903608532086002,0.817835779741964,0.661350506635254,0.847896986370503,0.735730650535349,0.493526434838293,0.920889715465052,0.826026916032139,0.969661763011935,0.920425389752098,0.983712608737655,0.642784104072222,0.716047270245362,0.836752083092509,0.742052797397322,1,0.627299323029924
"ZAMC00048.mzXML.Peak.area",0.621812743440721,0.553579823209064,0.610244138313646,0.524872789872826,0.731155850211273,0.616030262012577,0.612608969455872,0.612875560014113,0.823083132892689,0.717565725552022,0.841593955826075,0.610258519244366,0.605857711657731,0.65274969662233,0.642700108939412,0.680053464174602,0.620764448550714,0.597110432374536,0.550090161118088,0.725896689234588,0.724961169829223,0.706953554923603,0.635154195506944,0.810022593474887,0.766120306106941,0.474358046083953,0.619377561996932,0.667478225872505,0.63260549337086,0.783825830383938,0.8089264236149,0.585672858924366,0.625496649911411,0.59839222551728,0.835648773213947,0.696279406626455,0.597148325037661,0.514556100719657,0.679317399052377,0.467216796872964,0.672626319178334,0.665800211069888,0.624286651024423,0.609881060921755,0.581026167192779,0.626098582257238,0.734122984173746,0.822027176257526,0.766862648543022,0.525956260546769,0.627299323029924,1
